ISSN;Título;Área de Avaliação;Estrato
1552-5783;INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE;ARQUITETURA, URBANISMO E DESIGN;B4
1552-678X;LATIN AMERICAN PERSPECTIVES;ANTROPOLOGIA / ARQUEOLOGIA                        ;A2
1553-7358;PLOS COMPUTATIONAL BIOLOGY (ONLINE);ASTRONOMIA / FÍSICA                               ;A2
1553-7390;PLOS GENETICS;ANTROPOLOGIA / ARQUEOLOGIA                        ;A2
1553-7404;PLOS GENETICS (ONLINE);ASTRONOMIA / FÍSICA                               ;A2
1553-7404;PLOS GENETICS (ONLINE);ANTROPOLOGIA / ARQUEOLOGIA                        ;A2
1553-9563;INTERNATIONAL JOURNAL OF BUSINESS STRATEGY;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1554-3706;E-MISFÉRICA (NEW YORK);ANTROPOLOGIA / ARQUEOLOGIA                        ;B3
1554-7191;INTERNATIONAL ENTREPRENEURSHIP AND MANAGEMENT JOURNAL;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
1554-8929;ACS CHEMICAL BIOLOGY;BIODIVERSIDADE;B1
1555-5542;BIOLOGICAL THEORY: INTEGRATING DEVELOPMENT, EVOLUTION & COGNITION;BIODIVERSIDADE;C 
1555-6336;JOURNAL OF INTERNATIONAL FINANCE AND ECONOMICS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1555-8622;ARCHAEOLOGIES;ANTROPOLOGIA / ARQUEOLOGIA                        ;A1
1556-1801;NETWORKS AND HETEROGENEOUS MEDIA;ASTRONOMIA / FÍSICA                               ;B5
1556-276X;NANOSCALE RESEARCH LETTERS (ONLINE);ASTRONOMIA / FÍSICA                               ;B1
1556-276X;NANOSCALE RESEARCH LETTERS (ONLINE);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1556-2948;JOURNAL OF IMMIGRANT & REFUGEE STUDIES;ANTROPOLOGIA / ARQUEOLOGIA                        ;B1
1556-3758;INTERNATIONAL JOURNAL OF FOOD ENGINEERING;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
1556-6560;JOURNAL OF BIOBASED MATERIALS AND BIOENERGY;ASTRONOMIA / FÍSICA                               ;B5
1556-6811;CLINICAL AND VACCINE IMMUNOLOGY;ANTROPOLOGIA / ARQUEOLOGIA                        ;B2
1556-8318;INTERNATIONAL JOURNAL OF SUSTAINABLE TRANSPORTATION;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
1556-9543;TOXIN REVIEWS (PRINT);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1557-1858;FOOD BIOPHYSICS;ASTRONOMIA / FÍSICA                               ;B3
1557-1939;JOURNAL OF SUPERCONDUCTIVITY AND NOVEL MAGNETISM;ASTRONOMIA / FÍSICA                               ;B3
1557-1947;JOURNAL OF SUPERCONDUCTIVITY AND NOVEL MATERIALS;ASTRONOMIA / FÍSICA                               ;B3
1557-1947;JOURNAL OF SUPERCONDUCTIVITY AND NOVEL MAGNETISM (ONLINE);ASTRONOMIA / FÍSICA                               ;B3
1557-1955;PLASMONICS (NORWELL, MASS.);ASTRONOMIA / FÍSICA                               ;B1
1557-2021;THE LATIN AMERICANIST (ORLANDO, FLA.);ARQUITETURA, URBANISMO E DESIGN;B5
1557-2935;LIMINALITIES: A JOURNAL OF PERFORMANCE STUDIES;ARTES;B1
1557-4970;AMERICAN JOURNAL OF PHARMACOLOGY AND TOXICOLOGY;BIODIVERSIDADE;C 
1557-7027;REVISTA GERENCIA Y POLITICA DE SALUD;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1557-8550;PHOTOMEDICINE AND LASER SURGERY (ONLINE);ASTRONOMIA / FÍSICA                               ;B3
1558-2477;INNOVATIONS: TECHNOLOGY, GOVERNANCE, GLOBALIZATION;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1558-3058;INTERNATIONAL JOURNAL OF ARCHITECTURAL HERITAGE;ARTES;B1
1558-3058;INTERNATIONAL JOURNAL OF ARCHITECTURAL HERITAGE;ARQUITETURA, URBANISMO E DESIGN;A1
1558-7894;JOURNAL OF ASIA BUSINESS STUDIES;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
1558-9080;THE ACADEMY OF MANAGEMENT PERSPECTIVES;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
1558-9331;JOURNAL OF THE AMERICAN OIL CHEMISTS' SOCIETY (ONLINE);ASTRONOMIA / FÍSICA                               ;B3
1559-0291;APPLIED BIOCHEMISTRY AND BIOTECHNOLOGY (ONLINE);BIODIVERSIDADE;B2
1559-128X;APPLIED OPTICS;ASTRONOMIA / FÍSICA                               ;B2
1559-2448;THE INTERNATIONAL FOOD AND AGRIBUSINESS MANAGEMENT REVIEW (ONLINE);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1559-4106;BIOINTERPHASES;ASTRONOMIA / FÍSICA                               ;B2
1559-6680;ANTHROPOLOGY & AGING QUARTERLY;ANTROPOLOGIA / ARQUEOLOGIA                        ;B2
1559-8608;JOURNAL OF STATISTICAL THEORY AND PRACTICE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
1559-9167;ANTHROPOLOGY AND HUMANISM;BIODIVERSIDADE;B5
1559-9450;PROGRESS IN ELECTROMAGNETICS RESEARCH SYMPOSIUM;ASTRONOMIA / FÍSICA                               ;C 
1559-9736;PROGRESSIVE PLANNING;ARQUITETURA, URBANISMO E DESIGN;B5
1561-2880;REVISTA CUBANA DE INFORMACIÓN EN CIENCIAS DE LA SALUD - ACIMED;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
1561-2961;REVISTA CUBANA DE ENFERMERIA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
1561-4263;POLICE PRACTICE & RESEARCH;ANTROPOLOGIA / ARQUEOLOGIA                        ;B2
1562-3823;REVISTA BOLIVIANA DE FÍSICA;ASTRONOMIA / FÍSICA                               ;C 
1562-4730;BIBLIOS (LIMA);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
1562-6016;VOPROSY ATOMNOJ NAUKI I TEHNIKI. SERIÂ ADERNO-FIZICESKIE ISSLEDOVANIÂ / PROBLEMS OF ATOMIC SCIENCE AND TECHNOLOGY;ASTRONOMIA / FÍSICA                               ;C 
1563-5147;MATHEMATICAL PROBLEMS IN ENGINEERING (ONLINE);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1565-3633;BIOINORGANIC CHEMISTRY AND APPLICATIONS;ASTRONOMIA / FÍSICA                               ;B3
1566-0141;EMERGING MARKETS REVIEW;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
1566-0621;CONSERVATION GENETICS;BIODIVERSIDADE;A2
1566-1199;ORGANIC ELECTRONICS (PRINT);ASTRONOMIA / FÍSICA                               ;A2
1566-1199;ORGANIC ELECTRONICS;ASTRONOMIA / FÍSICA                               ;A2
1566-7170;PUBLIC ORGANIZATION REVIEW;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1566-7367;CATALYSIS COMMUNICATIONS (PRINT);ASTRONOMIA / FÍSICA                               ;B1
1567-1739;CURRENT APPLIED PHYSICS;ASTRONOMIA / FÍSICA                               ;B1
1567-5394;BIOELECTROCHEMISTRY (AMSTERDAM);ASTRONOMIA / FÍSICA                               ;A2
1568-0266;CURRENT TOPICS IN MEDICINAL CHEMISTRY (PRINT);ASTRONOMIA / FÍSICA                               ;B2
1568-4946;APPLIED SOFT COMPUTING (PRINT);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1568-539X;BEHAVIOUR;BIODIVERSIDADE;B1
1569-1101;GERONTECHNOLOGY (VALKENSWAARD. GEDRUKT);ARQUITETURA, URBANISMO E DESIGN;B5
1569-1101;GERONTECHNOLOGY (VALKENSWAARD. GEDRUKT);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
1569-1551;JOURNAL OF DESIGN RESEARCH (ONLINE);ARQUITETURA, URBANISMO E DESIGN;B1
1569-1829;JOURNAL ON CHAIN AND NETWORK SCIENCE (PRINT);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1569-190X;SIMULATION MODELLING PRACTICE AND THEORY;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1569-3767;INTERNATIONAL FINANCE REVIEW;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
1569-4410;PHOTONICS AND NANOSTRUCTURES (PRINT);ASTRONOMIA / FÍSICA                               ;B2
1569-8025;JOURNAL OF COMPUTATIONAL ELECTRONICS (PRINT);ASTRONOMIA / FÍSICA                               ;B3
1569-9048;RESPIRATORY PHYSIOLOGY & NEUROBIOLOGY;ASTRONOMIA / FÍSICA                               ;B3
1570-0232;JOURNAL OF CHROMATOGRAPHY. B (PRINT);ASTRONOMIA / FÍSICA                               ;B2
1570-0755;QUANTUM INFORMATION PROCESSING (PRINT);ASTRONOMIA / FÍSICA                               ;B2
1570-1255;INFORMATION POLITY;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1570-1808;LETTERS IN DRUG DESIGN & DISCOVERY;ASTRONOMIA / FÍSICA                               ;B5
1570-7024;CRUSTACEANA MONOGRAPHS;BIODIVERSIDADE;B2
1570-7555;ANIMAL BIOLOGY (PRINT);BIODIVERSIDADE;B2
1570-7563;ANIMAL BIOLOGY;BIODIVERSIDADE;B2
1570-9639;BIOCHIMICA ET BIOPHYSICA ACTA. PROTEINS AND PROTEOMICS;BIODIVERSIDADE;B1
1570-9639;BIOCHIMICA ET BIOPHYSICA ACTA. PROTEINS AND PROTEOMICS;ASTRONOMIA / FÍSICA                               ;A2
1571-0645;PHYSICS OF LIFE REVIEWS (PRINT);ASTRONOMIA / FÍSICA                               ;A2
1571-0653;ELECTRONIC NOTES IN DISCRETE MATHEMATICS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
1571-0661;ELECTRONIC NOTES IN THEORETICAL COMPUTER SCIENCE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1572-1000;PHOTODIAGNOSIS AND PHOTODYNAMIC THERAPY (PRINT);ASTRONOMIA / FÍSICA                               ;B2
1572-3089;JOURNAL OF FINANCIAL STABILITY;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
1572-3097;REVIEW OF FINANCE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
1572-6657;JOURNAL OF ELECTROANALYTICAL CHEMISTRY;ASTRONOMIA / FÍSICA                               ;B1
1572-8757;ADSORPTION (DORDRECHT. ONLINE);BIODIVERSIDADE;B1
1572-896X;JOURNAL OF NANOPARTICLE RESEARCH (ONLINE);ASTRONOMIA / FÍSICA                               ;B1
1572-9338;ANNALS OF OPERATIONS RESEARCH;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
1572-9680;AGROFORESTRY SYSTEMS;BIODIVERSIDADE;B2
1572-9699;ANTONIE VAN LEEUWENHOEK (DORDRECHT. ONLINE);BIODIVERSIDADE;B2
1572-9699;ANTONIE VAN LEEUWENHOEK (DORDRECHT. ONLINE);ASTRONOMIA / FÍSICA                               ;B2
1572-9710;BIODIVERSITY AND CONSERVATION (DORDRECHT. ONLINE);BIODIVERSIDADE;A1
1572-9737;CONSERVATION GENETICS (DORDRECHT. ONLINE);BIODIVERSIDADE;A2
1572-9907;GROUP DECISION AND NEGOTIATION (ONLINE);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
1573-0840;NATURAL HAZARDS (DORDRECHT. ONLINE);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1573-0921;SOCIAL INDICATORS RESEARCH (ONLINE);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
1573-1332;QUANTUM INFORMATION PROCESSING (DORDRECHT. ONLINE);ASTRONOMIA / FÍSICA                               ;B2
1573-1421;AQUATIC GEOCHEMISTRY (DORDRECHT. ONLINE);BIODIVERSIDADE;B2
1573-1464;BIOLOGICAL INVASIONS (DORDRECHT. ONLINE);BIODIVERSIDADE;A1
1573-1472;BOUNDARY-LAYER METEOROLOGY (DORDRECHT. ONLINE);ASTRONOMIA / FÍSICA                               ;B2
1573-1480;CLIMATIC CHANGE (ONLINE);BIODIVERSIDADE;A2
1573-269X;NONLINEAR DYNAMICS (DORDRECHT. ONLINE);ASTRONOMIA / FÍSICA                               ;B1
1573-2878;JOURNAL OF OPTIMIZATION THEORY AND APPLICATIONS (DORDRECHT. ONLINE);ASTRONOMIA / FÍSICA                               ;B3
1573-2878;JOURNAL OF OPTIMIZATION THEORY AND APPLICATIONS (DORDRECHT. ONLINE);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
1573-2932;WATER, AIR AND SOIL POLLUTION (DORDRECHT. ONLINE);ASTRONOMIA / FÍSICA                               ;B3
1573-3149;INTERNATIONAL JOURNAL OF PEPTIDE RESEARCH AND THERAPEUTICS (PRINT);ASTRONOMIA / FÍSICA                               ;B5
1573-3602;JOURNAL OF GAMBLING STUDIES;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
1573-3998;CURRENT DIABETES REVIEWS;ANTROPOLOGIA / ARQUEOLOGIA                        ;B4
1573-4064;MEDICINAL CHEMISTRY;ASTRONOMIA / FÍSICA                               ;B4
1573-4064;MEDICAL CHEMISTRY;ASTRONOMIA / FÍSICA                               ;B4
1573-4137;CURRENT NANOSCIENCE;ASTRONOMIA / FÍSICA                               ;B4
1573-4803;JOURNAL OF MATERIALS SCIENCE (DORDRECHT. ONLINE);ASTRONOMIA / FÍSICA                               ;B1
1573-4838;JOURNAL OF MATERIALS SCIENCE. MATERIALS IN MEDICINE (DORDRECHT. ONLINE);ASTRONOMIA / FÍSICA                               ;B1
1573-5125;AQUATIC ECOLOGY (DORDRECHT. ONLINE);BIODIVERSIDADE;B1
1573-6903;NEUROCHEMICAL RESEARCH;ASTRONOMIA / FÍSICA                               ;B2
1573-7349;JOURNAL OF INTERNATIONAL ENTREPRENEURSHIP;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1573-8264;BIOLOGIA PLANTARUM;BIODIVERSIDADE;B1
1574-1443;JOURNAL OF INORGANIC AND ORGANOMETALLIC POLYMERS AND MATERIALS (PRINT);ASTRONOMIA / FÍSICA                               ;B3
1574-1818;HIGH ENERGY DENSITY PHYSICS (PRINT);ASTRONOMIA / FÍSICA                               ;B2
1574-9541;ECOLOGICAL INFORMATICS (PRINT);ASTRONOMIA / FÍSICA                               ;B3
1575-0817;PRAXIS SOCIOLÓGICA (PRINT);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1575-1198;REVISTA ESPANOLA DE ESTUDIOS AGROSOCIALES Y PESQUEROS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1575-2100;ÁMBITOS: REVISTA DE ESTUDIOS DE CIENCIAS SOCIALES Y HUMANIDADES;ANTROPOLOGIA / ARQUEOLOGIA                        ;B3
1577-0265;DPA. DOCUMENTS DE PROJECTES D'ARQUITECTURA;ARQUITETURA, URBANISMO E DESIGN;B5
1578-4460;REGIONAL AND SECTORAL ECONOMIC STUDIES;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
1578-665X;ANIMAL BIODIVERSITY AND CONSERVATION;BIODIVERSIDADE;B2
1578-8946;ATHENEA DIGITAL;ARTES;A2
1578-8946;ATHENEA DIGITAL;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
1579-0185;REDES, REVISTA HISPANA PARA EL ANÁLISIS DE REDES SOCIALES;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
1579-4431;ARQUITECTONICS (BARCELONA);ARQUITETURA, URBANISMO E DESIGN;B5
1579-6582;TEMPO EXTERIOR;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1582-1838;JOURNAL OF CELLULAR AND MOLECULAR MEDICINE (PRINT);ASTRONOMIA / FÍSICA                               ;A2
1582-5949;ANNALS OF THE UNIVERSITY OF PETROSANI, ECONOMICS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B5
1582-960X;CAIETELE ECHINOX;ARTES;B2
1582-960X;CAIETELE ECHINOX;ANTROPOLOGIA / ARQUEOLOGIA                        ;B4
1584-9074;NORTH-WESTERN JOURNAL OF ZOOLOGY (PRINT);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
1585-8553;COMMUNITY ECOLOGY (PRINT);BIODIVERSIDADE;B2
1585-8553;COMMUNITY ECOLOGY (PRINT);ASTRONOMIA / FÍSICA                               ;B4
1588-2780;JOURNAL OF RADIOANALYTICAL AND NUCLEAR CHEMISTRY (ONLINE);ASTRONOMIA / FÍSICA                               ;B4
1588-2861;SCIENTOMETRICS (ONLINE);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
1588-2926;JOURNAL OF THERMAL ANALYSIS AND CALORIMETRY (ONLINE);ASTRONOMIA / FÍSICA                               ;B1
1589-1623;APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH (PRINT);BIODIVERSIDADE;B2
1590-4261;ANNALS OF MICROBIOLOGY;BIODIVERSIDADE;B3
1590-4261;ANNALS OF MICROBIOLOGY;ASTRONOMIA / FÍSICA                               ;B4
1590-5896;NEXUS NETWORK JOURNAL (TESTO STAMPATO);ARQUITETURA, URBANISMO E DESIGN;B1
1593-5213;ANNALS OF GEOPHYSICS;ASTRONOMIA / FÍSICA                               ;B5
1596-5996;TROPICAL JOURNAL OF PHARMACEUTICAL RESEARCH (PRINT);ASTRONOMIA / FÍSICA                               ;B5
1598-5857;JOURNAL OF APPLIED MATHEMATICS AND INFORMATICS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1600-5368;ACTA CRYSTALLOGRAPHICA. SECTION E;ASTRONOMIA / FÍSICA                               ;B5
1600-5767;JOURNAL OF APPLIED CRYSTALLOGRAPHY;ASTRONOMIA / FÍSICA                               ;B1
1600-5775;JOURNAL OF SYNCHROTRON RADIATION;ASTRONOMIA / FÍSICA                               ;B2
1605-4806;RAZÓN Y PALABRA;ARQUITETURA, URBANISMO E DESIGN;B3
1605-4806;RAZÓN Y PALABRA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
1606-4925;CIENCIAS DE LA INFORMACIÓN (ONLINE);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
1607-050X;DESACATOS (CIESAS);ANTROPOLOGIA / ARQUEOLOGIA                        ;A2
1607-324X;CONDENSED MATTER PHYSICS;ASTRONOMIA / FÍSICA                               ;B5
1607-7946;NONLINEAR PROCESSES IN GEOPHYSICS (ONLINE);ASTRONOMIA / FÍSICA                               ;B3
1609-4069;INTERNATIONAL JOURNAL OF QUALITATIVE METHODS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1609-9168;ANTHROPOLOGY OF FOOD;ANTROPOLOGIA / ARQUEOLOGIA                        ;B1
1610-1634;PHYSICA STATUS SOLIDI. C: CURRENT TOPICS IN SOLID STATE PHYSICS;ASTRONOMIA / FÍSICA                               ;B4
1610-1642;PHYSICA STATUS SOLIDI C;ASTRONOMIA / FÍSICA                               ;B4
1610-2940;JOURNAL OF MOLECULAR MODELING (PRINT);ASTRONOMIA / FÍSICA                               ;B2
1611-2156;EXCLI JOURNAL;ASTRONOMIA / FÍSICA                               ;B4
1611-2156;EXCLI JOURNAL;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
1611-2490;PADDY AND WATER ENVIRONMENT (PRINT);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
1611-3349;LECTURE NOTES IN COMPUTER SCIENCE (INTERNET);ARQUITETURA, URBANISMO E DESIGN;B1
1611-3349;LECTURE NOTES IN COMPUTER SCIENCE (INTERNET);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1612-1872;CHEMISTRY & BIODIVERSITY (PRINT);BIODIVERSIDADE;B3
1612-1872;CHEMISTRY & BIODIVERSITY (PRINT);ASTRONOMIA / FÍSICA                               ;B3
1612-1880;CHEMISTRY & BIODIVERSITY;BIODIVERSIDADE;B3
1612-2011;LASER PHYSICS LETTERS (PRINT);ASTRONOMIA / FÍSICA                               ;B1
1612-8850;PLASMA PROCESSES AND POLYMERS (PRINT);ASTRONOMIA / FÍSICA                               ;B1
1613-4125;MOLECULAR NUTRITION & FOOD RESEARCH (PRINT);ASTRONOMIA / FÍSICA                               ;A2
1613-4982;MICROFLUIDICS AND NANOFLUIDICS (PRINT);ASTRONOMIA / FÍSICA                               ;B1
1613-6810;SMALL (WEINHEIM. PRINT);ASTRONOMIA / FÍSICA                               ;A1
1613-9658;COMPUTATIONAL STATISTICS (ZEITSCHRIFT. INTERNET);ASTRONOMIA / FÍSICA                               ;C 
1614-0001;JOURNAL OF INDIVIDUAL DIFFERENCES;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
1614-2446;ANNALS OF FINANCE (PRINT);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1614-4961;LIVING REVIEWS IN SOLAR PHYSICS;ASTRONOMIA / FÍSICA                               ;A1
1614-7499;ENVIRONMETAL SCIENCE AND POLLUTION RESEARCH INTERNATIONAL (INTERNET);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1615-4150;ADVANCED SYNTHESIS & CATALYSIS (PRINT);BIODIVERSIDADE;A1
1615-5289;UNIVERSAL ACCESS IN THE INFORMATION SOCIETY (PRINT);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1615-5297;UNIVERSAL ACCESS IN THE INFORMATION SOCIETY (INTERNET);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1615-7591;BIOPROCESS AND BIOSYSTEMS ENGINEERING (PRINT);BIODIVERSIDADE;B2
1615-7591;BIOPROCESS AND BIOSYSTEMS ENGINEERING (PRINT);ASTRONOMIA / FÍSICA                               ;B3
1615-7605;BIOPROCESS AND BIOSYSTEMS ENGINEERING (INTERNET);BIODIVERSIDADE;B2
1616-301X;ADVANCED FUNCTIONAL MATERIALS (PRINT);ASTRONOMIA / FÍSICA                               ;A1
1618-2642;ANALYTICAL AND BIOANALYTICAL CHEMISTRY (PRINT);BIODIVERSIDADE;B1
1618-2642;ANALYTICAL AND BIOANALYTICAL CHEMISTRY (PRINT);ASTRONOMIA / FÍSICA                               ;A2
1618-4742;EUROPEAN SPORT MANAGEMENT QUARTERLY;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1618-5641;COMPARATIVE CLINICAL PATHOLOGY (PRINT);BIODIVERSIDADE;B4
1618-5641;COMPARATIVE CLINICAL PATHOLOGY (PRINT);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
1618-8667;URBAN FORESTRY & URBAN GREENING (PRINT);ARQUITETURA, URBANISMO E DESIGN;A1
1618-954X;CLEAN TECHNOLOGIES AND ENVIRONMENTAL POLICY (PRINT);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
1618-9558;CLEAN TECHNOLOGIES AND ENVIRONMENTAL POLICY (INTERNET);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
1623-5770;CEM. CENTRE D''ÉTUDES MÉDIÉVALES D'AUXERRE;ARTES;B4
1624-1940;CAHIERS MAGELLANES;BIODIVERSIDADE;C 
1625-8312;SUPPLY CHAIN FORUM: AN INTERNATIONAL JOURNAL;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
1626-0252;NUEVO MUNDO MUNDOS NUEVOS;ARQUITETURA, URBANISMO E DESIGN;B2
1626-0252;NUEVO MUNDO MUNDOS NUEVOS;ANTROPOLOGIA / ARQUEOLOGIA                        ;B1
1626-1682;REVUE INTERNATIONALE DE L'ÉCONOMIE SOCIALE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
1630-7542;REVUE DE L?ENTREPRENEURIAT (ONLINE);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1631-0691;ACADEMIE DES SCIENCES. COMPTES RENDUS. BIOLOGIES;BIODIVERSIDADE;B2
1631-0705;COMPTES RENDUS. PHYSIQUE;ASTRONOMIA / FÍSICA                               ;B1
1633-4760;EAS PUBLICATIONS SERIES;ASTRONOMIA / FÍSICA                               ;C 
1634-3298;SAVOIRS ET CLINIQUE;ARTES;B5
