ISSN;Título;Área de Avaliação;Estrato
1359-6535;ANTIVIRAL THERAPY (LONDON);CIÊNCIA DA COMPUTAÇÃO                             ;B3
1359-6535;ANTIVIRAL THERAPY (LONDON);BIOTECNOLOGIA                                     ;A2
1359-6640;FARADAY DISCUSSIONS;CIÊNCIAS BIOLÓGICAS II                            ;A2
1359-6640;FARADAY DISCUSSIONS;CIÊNCIAS AMBIENTAIS;A1
1359-6640;FARADAY DISCUSSIONS;BIOTECNOLOGIA                                     ;A2
1359-6640;FARADAY DISCUSSIONS;ASTRONOMIA / FÍSICA                               ;A2
1359-7345;CHEMICAL COMMUNICATIONS (LONDON. 1996. PRINT);CIÊNCIAS BIOLÓGICAS III                           ;A1
1359-7345;CHEMICAL COMMUNICATIONS (LONDON. 1996. PRINT);CIÊNCIAS BIOLÓGICAS II                            ;A1
1359-7345;CHEMICAL COMMUNICATIONS (LONDON. 1996. PRINT);CIÊNCIAS BIOLÓGICAS I                             ;A1
1359-7345;CHEMICAL COMMUNICATIONS (LONDON. 1996. PRINT);CIÊNCIAS AMBIENTAIS;A1
1359-7345;CHEMICAL COMMUNICATIONS (LONDON. 1996. PRINT);CIÊNCIAS AGRÁRIAS I                               ;A1
1359-7345;CHEMICAL COMMUNICATIONS (LONDON. 1996. PRINT);BIOTECNOLOGIA                                     ;A1
1359-7345;CHEMICAL COMMUNICATIONS (LONDON. 1996. PRINT);BIODIVERSIDADE;B1
1359-7345;CHEMICAL COMMUNICATIONS (LONDON. 1996. PRINT);ASTRONOMIA / FÍSICA                               ;A1
1359-7566;REGIONAL & FEDERAL STUDIES;DIREITO                                           ;B5
1359-835X;COMPOSITES. PART A, APPLIED SCIENCE AND MANUFACTURING;CIÊNCIAS AGRÁRIAS I                               ;A1
1359-835X;COMPOSITES. PART A, APPLIED SCIENCE AND MANUFACTURING;ASTRONOMIA / FÍSICA                               ;B1
1359-8368;COMPOSITES. PART B, ENGINEERING;CIÊNCIA DA COMPUTAÇÃO                             ;B1
1359-8368;COMPOSITES. PART B, ENGINEERING;BIOTECNOLOGIA                                     ;A2
1359-8368;COMPOSITES. PART B, ENGINEERING;ASTRONOMIA / FÍSICA                               ;B1
1359-8546;SUPPLY CHAIN MANAGEMENT;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
1359-8678;NONLINEAR STUDIES (ABINGDON);CIÊNCIAS AGRÁRIAS I                               ;B2
1360-0508;DISABILITY AND SOCIETY;ANTROPOLOGIA / ARQUEOLOGIA                        ;B1
