ISSN;Título;Área de Avaliação;Estrato
1469-7017;JOURNAL OF CHANGE MANAGEMENT;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1469-7688;QUANTITATIVE FINANCE (PRINT);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
1469-8676;SOCIAL ANTHROPOLOGY;ANTROPOLOGIA / ARQUEOLOGIA                        ;A2
1470-160X;ECOLOGICAL INDICATORS;ANTROPOLOGIA / ARQUEOLOGIA                        ;B1
1470-160X;ECOLOGICAL INDICATORS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
1470-2266;GLOBAL NETWORKS (OXFORD. PRINT);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
1470-6423;INTERNATIONAL JOURNAL OF CONSUMER STUDIES (PRINT);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1470-6431;INTERNATIONAL JOURNAL OF CONSUMER STUDIES;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1470-9503;INTERNATIONAL JOURNAL OF NETWORKING AND VIRTUAL ORGANISATIONS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1470-9511;INTERNATIONAL JOURNAL OF AUTOMOTIVE TECHNOLOGY AND MANAGEMENT;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1471-2229;BMC PLANT BIOLOGY (ONLINE);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1471-230X;BMC GASTROENTEROLOGY (ONLINE);ANTROPOLOGIA / ARQUEOLOGIA                        ;B3
1471-2393;BMC PREGNANCY AND CHILDBIRTH (ONLINE);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1471-244X;BMC PSYCHIATRY (ONLINE);ANTROPOLOGIA / ARQUEOLOGIA                        ;B1
1471-2458;BMC PUBLIC HEALTH (ONLINE);ANTROPOLOGIA / ARQUEOLOGIA                        ;B1
1471-2458;BMC PUBLIC HEALTH (ONLINE);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1471-2474;BMC MUSCULOSKELETAL DISORDERS (ONLINE);ANTROPOLOGIA / ARQUEOLOGIA                        ;B3
1471-7727;INFORMATION AND ORGANIZATION;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
1471-8197;INTERNATIONAL JOURNAL OF INNOVATION AND LEARNING (PRINT);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1471-8197;INTERNATIONAL JOURNAL OF INNOVATION AND LEARNING;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1471-9037;PUBLIC MANAGEMENT REVIEW (PRINT);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
1472-0701;CORPORATE GOVERNANCE (BRADFORD);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
1472-0817;JOURNAL OF CONSUMER BEHAVIOUR;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1472-3409;ENVIRONMENT AND PLANNING A;ANTROPOLOGIA / ARQUEOLOGIA                        ;B4
1472-3433;ENVIRONMENT AND PLANNING D: SOCIETY AND SPACE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
1472-3891;JOURNAL OF PUBLIC AFFAIRS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1472-6874;BMC WOMEN'S HEALTH (ONLINE);ANTROPOLOGIA / ARQUEOLOGIA                        ;B3
1472-6920;BMC MEDICAL EDUCATION;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
1472-6955;BMC NURSING (ONLINE);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
1472-8117;THE INTERNATIONAL JOURNAL OF MANAGEMENT EDUCATION;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
1473-2866;EPHEMERA (ONLINE);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
1474-6778;INTERNATIONAL JOURNAL OF ENVIRONMENT AND SUSTAINABLE DEVELOPMENT;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1474-7979;ADVANCES IN INTERNATIONAL MARKETING;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1475-2727;PUBLIC HEALTH NUTRITION;ANTROPOLOGIA / ARQUEOLOGIA                        ;B3
1475-3928;JOURNAL OF CUSTOMER BEHAVIOUR;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
1475-925X;BIOMEDICAL ENGINEERING ONLINE (ONLINE);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1475-9551;CULTURE AND ORGANIZATION;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
1476-1297;INTERNATIONAL JOURNAL OF ENTREPRENEURSHIP AND SMALL BUSINESS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1476-5284;JOURNAL OF CHINESE ECONOMIC AND BUSINESS STUDIES;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
1477-6545;INTERNATIONAL JOURNAL OF LOW RADIATION;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
1477-7835;MANAGEMENT OF ENVIRONMENTAL QUALITY;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1477-8238;KNOWLEDGE MANAGEMENT RESEARCH AND PRACTICE (PRINT);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1477-8920;JOURNAL OF WATER AND HEALTH;ANTROPOLOGIA / ARQUEOLOGIA                        ;A1
1477-9064;INTERNATIONAL JOURNAL OF MANAGEMENT PRACTICE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
1478-3363;TOTAL QUALITY MANAGEMENT & BUSINESS EXCELLENCE (PRINT);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
1478-3371;TOTAL QUALITY MANAGEMENT AND BUSINESS EXCELLENCE (ONLINE);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
1478-4491;HUMAN RESOURCES FOR HEALTH;ANTROPOLOGIA / ARQUEOLOGIA                        ;B2
1478-9868;INTERNATIONAL JOURNAL OF ENVIRONMENT AND WASTE MANAGEMENT (ONLINE);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1479-2931;MARITIME ECONOMICS & LOGISTICS (PRINT);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
1479-3121;INTERNATIONAL JOURNAL OF INFORMATION SYSTEMS AND CHANGE MANAGEMENT;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
1479-439X;ELECTRONIC JOURNAL OF E-GOVERNMENT;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
1479-4853;INTERNATIONAL JOURNAL OF LEARNING AND INTELLECTUAL CAPITAL (PRINT);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1479-5868;THE INTERNATIONAL JOURNAL OF BEHAVIOURAL NUTRITION AND PHYSICAL ACTIVITY (ONLINE);ANTROPOLOGIA / ARQUEOLOGIA                        ;B3
1481-4374;CLC WEB (EDMONTON);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
1499-4046;JOURNAL OF NUTRITION EDUCATION AND BEHAVIOR;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1506-8900;AMERYKA LACINSKA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
1510-0839;AGROCIENCIA (MONTEVIDEO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
1510-3846;ANUÁRIO ANTROPOLOGIA SOCIAL Y CULTURAL EN URUGUAY;ANTROPOLOGIA / ARQUEOLOGIA                        ;B3
1510-3846;ANUARIO ANTROPOLOGI?A SOCIAL Y CULTURAL EN URUGUAY;ANTROPOLOGIA / ARQUEOLOGIA                        ;B3
1514-3465;LECTURAS: EDUCACIÓN FÍSICA Y DEPORTES;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1514-3465;LECTURAS EDUCACIÓN FÍSICA Y DEPORTES (BUENOS AIRES);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1515-2413;AVÁ (POSADAS);ANTROPOLOGIA / ARQUEOLOGIA                        ;B1
1515-3282;OBSERVATORIO SOCIAL DE AMÉRICA LATINA;ANTROPOLOGIA / ARQUEOLOGIA                        ;B2
1515-3371;RELACIONES INTERNACIONALES (LA PLATA);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
1515-5994;MUNDO AGRARIO (LA PLATA);ANTROPOLOGIA / ARQUEOLOGIA                        ;B2
1515-5994;MUNDO AGRARIO (LA PLATA);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
1515-6443;REVISTA THEOMAI (EN LÍNEA);ANTROPOLOGIA / ARQUEOLOGIA                        ;B2
1516-0785;LUMINA (JUIZ DE FORA);ANTROPOLOGIA / ARQUEOLOGIA                        ;B4
1516-1021;NUMEN (UFJF);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
1516-1439;MATERIALS RESEARCH (SÃO CARLOS. IMPRESSO);ANTROPOLOGIA / ARQUEOLOGIA                        ;B3
1516-1439;MATERIALS RESEARCH (SÃO CARLOS. IMPRESSO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
1516-1684;RDE. REVISTA DE DESENVOLVIMENTO ECONÔMICO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
1516-1781;BOLETIM DA COMISSÃO MARANHENSE DE FOLCLORE;ANTROPOLOGIA / ARQUEOLOGIA                        ;B4
1516-1803;CADERNO DE ADMINISTRAÇÃO (UEM);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
1516-1846;REVISTA CEFAC (IMPRESSO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
1516-2567;REVISTA KAIRÓS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
1516-2664;REVISTA CESUMAR;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1516-3156;REVISTA PLURAL (RIO DE JANEIRO);ANTROPOLOGIA / ARQUEOLOGIA                        ;B4
1516-3210;A&C. REVISTA DE DIREITO ADMINISTRATIVO & CONSTITUCIONAL (IMPRESSO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1516-344X;REVISTA DO INSTITUTO GEOGRÁPHICO E HISTÓRICO DA BAHIA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B5
1516-3598;REVISTA BRASILEIRA DE ZOOTECNIA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
1516-3660;PRODUTO & PRODUÇÃO (IMPRESSO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1516-3687;PSICOLOGIA: TEORIA E PRÁTICA (IMPRESSO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
1516-3717;CADERNOS DE PSICOLOGIA SOCIAL DO TRABALHO (USP);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
1516-3725;BIOSCIENCE JOURNAL (UFU. IMPRESSO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
1516-3865;REVISTA DE CIÊNCIAS DA ADMINISTRAÇÃO (CAD/UFSC);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
1516-4136;RA'E GA (UFPR);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
1516-4896;LINHAS CRÍTICAS (UNB);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
1516-5779;ADMINISTRAÇÃO EM DIÁLOGO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1516-5981;NOVOS OLHARES (USP);ANTROPOLOGIA / ARQUEOLOGIA                        ;B3
1516-6104;DIREITO, ESTADO E SOCIEDADE (IMPRESSO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
1516-6104;DIREITO, ESTADO E SOCIEDADE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
1516-6481;NOVOS CADERNOS NAEA;ANTROPOLOGIA / ARQUEOLOGIA                        ;A1
1516-6481;NOVOS CADERNOS NAEA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
1516-6503;FACEF PESQUISA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
1516-7011;UNB CONTÁBIL;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
1516-7372;REVISTA ANTHROPOLÓGICAS;ANTROPOLOGIA / ARQUEOLOGIA                        ;A2
1516-7658;HISTÓRIA ORAL (RIO DE JANEIRO);ANTROPOLOGIA / ARQUEOLOGIA                        ;B2
1516-8085;BIB. REVISTA BRASILEIRA DE INFORMAÇÃO BIBLIOGRÁFICA EM CIÊNCIAS SOCIAIS;ANTROPOLOGIA / ARQUEOLOGIA                        ;B4
1516-8085;BIB. REVISTA BRASILEIRA DE INFORMAÇÃO BIBLIOGRÁFICA EM CIÊNCIAS SOCIAIS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1516-8182;RETRATOS DE ASSENTAMENTOS;ANTROPOLOGIA / ARQUEOLOGIA                        ;B5
1516-8182;RETRATOS DE ASSENTAMENTOS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1516-9103;GESTÃO & PLANEJAMENTO (SALVADOR);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
1516-9111;PAPERS DO NAEA (UFPA);ANTROPOLOGIA / ARQUEOLOGIA                        ;B5
1516-9111;PAPERS DO NAEA (UFPA);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1516-9219;PROBLEMATA: REVISTA INTERNACIONAL DE FILOSOFIA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1516-9375;ESPAÇO E GEOGRAFIA (UNB);ANTROPOLOGIA / ARQUEOLOGIA                        ;B3
1516-9375;REVISTA ESPAÇO E GEOGRAFIA (UNB);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1516-9375;ESPAÇO E GEOGRAFIA (UNB);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1516-9537;TRABALHO & EDUCAÇÃO (UFMG);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1517-0276;REVISTA DA UNIVERSIDADE VALE DO RIO VERDE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
1517-0306;PRINCIPIA (JOÃO PESSOA);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
1517-1256;REVISTA ELETRÔNICA DO MESTRADO EM EDUCAÇÃO AMBIENTAL;ANTROPOLOGIA / ARQUEOLOGIA                        ;B3
1517-1256;REVISTA ELETRÔNICA DO MESTRADO EM EDUCAÇÃO AMBIENTAL;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1517-1302;ECONÔMICA (NITERÓI);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1517-1779;UNIVERSIDADE E SOCIEDADE (BRASÍLIA);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1517-1949;ECCOS REVISTA CIENTÍFICA (IMPRESSO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
1517-1957;REVISTA DO IBRAC;ANTROPOLOGIA / ARQUEOLOGIA                        ;B5
1517-2112;SEPA. SEMINÁRIO ESTUDANTIL DE PRODUÇÃO ACADÊMICA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
1517-2422;CADERNOS METRÓPOLE (PUCSP);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
1517-2570;UNOPAR CIENTÍFICA. CIÊNCIAS BIOLÓGICAS E DA SAÚDE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
1517-3275;REVISTA UNIVAP;ANTROPOLOGIA / ARQUEOLOGIA                        ;B4
1517-3453;NONADA (PORTO ALEGRE);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1517-3771;CAMINHOS DA HISTÓRIA (UNIMONTES);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1517-3852;REV RENE: REVISTA DA REDE DE ENFERMAGEM DO NORDESTE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
1517-3879;ORGANIZAÇÕES RURAIS E AGROINDUSTRIAIS (UFLA);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
1517-395X;ILHA. REVISTA DE ANTROPOLOGIA (FLORIANÓPOLIS);ANTROPOLOGIA / ARQUEOLOGIA                        ;B1
1517-4115;REVISTA BRASILEIRA DE ESTUDOS URBANOS E REGIONAIS (ANPUR);ANTROPOLOGIA / ARQUEOLOGIA                        ;B1
1517-4115;REVISTA BRASILEIRA DE ESTUDOS URBANOS E REGIONAIS (ANPUR);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1517-4522;SOCIOLOGIAS (UFRGS. IMPRESSO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
1517-4549;TOMO (UFS);ANTROPOLOGIA / ARQUEOLOGIA                        ;B3
1517-4999;REVISTA GEOPANTANAL;ANTROPOLOGIA / ARQUEOLOGIA                        ;B4
1517-4999;REVISTA GEOPANTANAL;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1517-543X;FORMAÇÃO (PRESIDENTE PRUDENTE);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
1517-5901;REVISTA POLÍTICA E TRABALHO;ANTROPOLOGIA / ARQUEOLOGIA                        ;B1
1517-5901;POLÍTICA & TRABALHO (UFPB. IMPRESSO);ANTROPOLOGIA / ARQUEOLOGIA                        ;B1
1517-5901;POLÍTICA & TRABALHO (ONLINE);ANTROPOLOGIA / ARQUEOLOGIA                        ;B1
1517-591X;REVISTA DE CIÊNCIAS AGRÁRIAS (BELÉM);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1517-6088;INTERSEÇÕES (UERJ);ANTROPOLOGIA / ARQUEOLOGIA                        ;B3
1517-6258;INFORME ECONÔMICO (UFPI);ANTROPOLOGIA / ARQUEOLOGIA                        ;C 
1517-6304;REVISTA DE CIÊNCIAS EMPRESARIAIS DA UNIPAR (IMPRESSO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1517-669X;INFOGEO (CURITIBA);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;C 
1517-672X;REVISTA PRETEXTO (ONLINE);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
1517-672X;REVISTA PRETEXTO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
1517-672X;PRETEXTO (BELO HORIZONTE. IMPRESSO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
1517-672X;PRETEXTO (BELO HORIZONTE);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
1517-6975;CONVENIT INTERNACIONAL (USP);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1517-7076;MATÉRIA (UFRJ);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
1517-7580;ECONOMIA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
1517-7580;ECONOMIA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
1517-7599;PER MUSI (UFMG);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
1517-7602;REVISTA HUMANAE (RECIFE);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1517-7793;GEOGRAPHIA (UFF);ANTROPOLOGIA / ARQUEOLOGIA                        ;B2
1517-7807;ITAICI (SÃO PAULO);ANTROPOLOGIA / ARQUEOLOGIA                        ;C 
1517-7858;FAROL (VITÓRIA);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1517-8048;REVISTA TECNOLÓGICA (UEM);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1517-8595;REVISTA BRASILEIRA DE PRODUTOS AGROINDUSTRIAIS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1517-8692;REVISTA BRASILEIRA DE MEDICINA DO ESPORTE (IMPRESSO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
1517-8900;FACES : REVISTA DE ADMINISTRAÇÃO (BELO HORIZONTE. IMPRESSO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
1517-9087;ENFOQUE: REFLEXÃO CONTÁBIL (IMPRESSO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
1517-9087;ENFOQUE. REFLEXÃO CONTÁBIL (MARINGÁ);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
1517-9354;ECONOMIA E DESENVOLVIMENTO (RECIFE);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1517-9427;UNOPAR CIENTÍFICA. CIÊNCIAS JURÍDICAS E EMPRESARIAIS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1517-9524;RASTROS (JOINVILLE);ANTROPOLOGIA / ARQUEOLOGIA                        ;B4
1517-9664;BIOSAÚDE (LONDRINA);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
1517-9702;EDUCAÇÃO E PESQUISA (USP.IMPRESSO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
1517-9702;EDUCAÇÃO E PESQUISA (USP. IMPRESSO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
